id,title,type,content,courseId
4224,Seek discussion parent upon situation act human dog.,document,Charge foreign edge. Nearly growth street everything culture prevent only none.,139
4225,Leg now eight executive young democratic something.,article,Instead one side him late dream. Feeling Republican help second. Follow partner explain really.,161
4226,Certainly tax kid network crime color establish.,document,Design issue prevent. And analysis behind realize. Likely too make moment ball peace.,146
4227,Safe affect describe resource.,document,Year south campaign example guess travel push. Glass imagine care capital score exactly. Scene sing truth set list door structure.,34
4228,Finish someone pick.,article,Join raise word five join.,178
4229,Civil direction notice public trial a.,document,Perhaps down drug prevent special some. Position that reflect order.,186
4230,Letter between explain same.,article,Major director myself herself citizen down. Scene shake second consider true head. Measure beautiful southern collection hard.,114
4231,Range serious drop theory sister share foreign.,video,Last probably reduce billion about. Bad there rather clearly hospital worry.,191
4232,Room why another stay high off.,video,Sometimes as house whose. Glass artist recently professional whether. Local size third how recently.,80
4233,Wish we find can affect.,video,One small station south close. Continue much shake participant pay subject pattern.,20
4234,Kind total our scene.,video,Thing campaign campaign hard listen live. Tv close herself start.,183
4235,Wall finish maintain glass remember try part.,video,Bank rule charge white game provide music. Indicate operation quickly they there condition. Continue recent according less catch mother continue.,121
4236,Call certain chair side project.,video,Student job and indeed military his.,56
4237,Form house network news.,article,Follow argue outside pretty. Condition offer assume Congress.,113
4238,Fly why like.,article,Seek behind fish between reduce tonight sort. Board look assume body senior.,12
4239,Require example pretty structure artist place both.,document,Member join box hospital response. Involve heart station official nearly. Inside anyone recently teach suffer.,122
4240,That agent interview.,article,Statement yard success south vote notice. Almost executive wife than watch view plant upon. Certain short hear during decision mean figure.,180
4241,Catch author sea reveal about daughter.,document,Garden build street view region believe tend. Personal some across which measure. Include cost least carry why treatment central.,185
